,filename,transcription,text,wer,cer
2058,4df45f95f8d3.wav,тышая часть но я хочу дяд шумый с вами как,часть,9.0,7.4
2059,4df58c2d0300.wav,и дело пошло быстрее,и дело пошло быстрее,0.0,0.0
2060,4e0eed037c3d.wav,что же за признаки счастья ну,что же это за признаки счастья,0.3333333333333333,0.2333333333333333
2061,4e11fd56d49f.wav,голболый футбол с звенящим мячиком для слепых людей,голбол и футбол со звенящим мячиком для слепых людей,0.3333333333333333,0.0576923076923076
2062,4e14161cd4f2.wav,но  настоящие учебные пособия по авторству лидерству и командной игре,это настоящие учебные пособия по авторству лидерству и командной игре,0.1,0.0434782608695652
2063,4e1a4eb09e19.wav,потому что пока мужчин они начнет читать любимой стихи,потому что пока мужчина не начнёт читать любимой стихи,0.3333333333333333,0.074074074074074
2064,4e2e33f61a00.wav,сяся вам расскашу еще один пример  где в поисках общего дела,сейчас я вам расскажу ещё один пример где в поисках общего дела,0.3333333333333333,0.1269841269841269
2065,4e326b69a8c0.wav,люди не разрушали астроили строили о сознано,люди не разрушали а строили строили осознанно,0.4285714285714285,0.0666666666666666
2066,4e36a2b6c370.wav,а детем не нужна цель дитем нужна игра,а детям не нужна цель детям нужна игра,0.25,0.0789473684210526
2067,4e37f53a0e0e.wav,где мы переполнены условностями до того что,где мы переполнены условностями до того что,0.0,0.0
2068,4e4f5c736667.wav,жители этой страны внезависимость от вер исповедания не едят вмясох,жители этой страны вне зависимости от вероисповедания не едят мясо,0.5,0.0757575757575757
2069,4e56387c10b4.wav,это совершенно необязательно должны быть какие-то великие музыкая,это совершенно не обязательно должны быть какие то великие музыканты,0.5,0.0735294117647058
2070,4e58bd57e2b2.wav,не настоящее просто мидентично настоящей,что девочка ненастоящая просто идентична настоящей,0.6666666666666666,0.32
2071,4e5b7f90d626.wav,поэтому метафоры могут нам его показать под каким-то новым углум,поэтому метафоры могут нам его показать под каким то новым углом,0.2727272727272727,0.03125
2072,4e5c45b5e8e8.wav,я хочу говорить об этом,я хочу говорить об этом,0.0,0.0
2073,4e5d4b49213d.wav,современном обществе утвердилось мнения что искусство закрыто,в современном обществе утвердилось мнение что искусство закрыто,0.25,0.0476190476190476
2074,4e68373792e6.wav,что это такая же точная потребность а иногда и сигня,что это такая же точно потребность а иногда и сильнее,0.2,0.1132075471698113
2075,4e6b99401630.wav,здесь комическое здесь обсуд абсурно и финукт си,здесь комическое здесь абсурдное и фантастическое,0.6666666666666666,0.3673469387755102
2076,4e7033c74714.wav,не нужно тебе в данный момент для решения твоей задачи,что не нужно тебе в данный момент для решения твоей задачи,0.0909090909090909,0.0689655172413793
2077,4e7404b991f9.wav,но вы знаете это событие оно открыло совершенно новую виху,но вы знаете это событие оно открыло совершенно новую веху,0.1,0.0172413793103448
2078,4e77856be359.wav,что происходит с обществом что меняется именно сейчас,что происходит с обществом что меняется именно сейчас,0.0,0.0
2079,4e7ffc263a05.wav,боль которая лишает нас возможност,боль которая лишает нас возможности,0.2,0.0285714285714285
2080,4e91af82d414.wav,вам кто-т сказал что если вы так обычно ч тоты там откладываете переной,вам кто то сказал что если вы как обычно что то там откладываете,0.4615384615384615,0.21875
2081,4ea573c3497d.wav,например такая последовцесть почти неоспоримое,например такая последовательность почти неоспоримая,0.4,0.1568627450980392
2082,4eb65888c9bb.wav,то ь наши слами города дороги трубопроводы пашни пазбища,то есть наши с вами города дороги трубопроводы пашни пастбища,0.4,0.1147540983606557
2083,4ec9a3e62361.wav,нужт такую интересную проблему которую возникло,где он обсуждает такую интересную проблему которая возникла,0.625,0.2542372881355932
2084,4ee9af96205e.wav,нима вас втёк,обнимаю вас всё,0.6666666666666666,0.3333333333333333
2085,4ee9e83bfd66.wav,которым нужна ваша поддержка,которым нужна ваша поддержка,0.0,0.0
2086,4ef6e91c609f.wav,конечно для нас очень важно что до сих пор поступает обратная связь,конечно для нас очень важно что до сих пор поступает обратная связь,0.0,0.0
2087,4f12cbecb9b8.wav,реформация разрушила крестиянское единство,реформация разрушила христианское единство,0.25,0.0714285714285714
2088,4f2197c769f0.wav,для меня вот лично как да чойка котороему не плюлись,для меня вот лично как для человека который манипулирует,0.5555555555555556,0.3392857142857143
2089,4f2890cab957.wav,надежды тогдатогда ля все все это там рядом а это жизнь,надежды и так далее всё это там рядом а это жизнь,0.3636363636363636,0.2653061224489796
2090,4f3316dfa396.wav,которые давным давно уже ничого не значит ни для вас ни естественно для них,которые давным давно уже ничего не значат ни для вас ни естественно для них,0.1428571428571428,0.0266666666666666
2091,4f33a1e56f2b (1).wav,это что-то происходит в нашем организме,,,
2092,4f33a1e56f2b.wav,это что-то происходит в нашем организме,это что то что происходит в нашем организме,0.375,0.1162790697674418
2093,4f3627cbde70.wav,кот  такая картина называется физикее,вот эта картина называется физики,0.6,0.2121212121212121
2094,4f460c203f8c.wav,сбросьте меня как,вы спросите меня а как,0.6,0.3181818181818182
2095,4f6bb81b8f10.wav,но остальные страницы вырваны,но остальные страницы вырваны,0.0,0.0
2096,4f914ace8751.wav,му наприме вздыханием так мы дышим,например с дыханием как мы дышим,0.6666666666666666,0.21875
2097,4f91c68b1d2e.wav,и голоса раздилились,и голоса разделились,0.3333333333333333,0.05
2098,4fa3bc3150dd.wav,и вод это знача является  очень большой очень можно затначе для он таких учень большой,и вот эта задача является очень важной задачей для таких больших учёных,0.8333333333333334,0.5915492957746479
2099,4fa6f3afe636.wav,что есть разпатхождение на работу на массовые производства,то есть распад хождения на работу на массовое производство,0.5555555555555556,0.1206896551724138
2100,4faa89e6ec45.wav,вопреки всему пономуста вот это и есть вотото в состояние ожен,вопреки всему потому что вот это и есть состояние ах,0.5,0.3269230769230769
2101,4fb5c733d5cc.wav,приобрел просто еще одну статью расходов,ты приобрёл просто ещё одну статью расходов,0.4285714285714285,0.1162790697674418
2102,4fc83382182e.wav,подаст девочке про которою он дум,и она отдаст девочке про которую он думал,0.625,0.2439024390243902
2103,4fd1f67797e0.wav,еще что-то это неважно,или ещё что то это неважно,0.6666666666666666,0.2307692307692307
2104,4fd2f58bb4ac.wav,в том числе в шнидке которого я ненавижу с тех  пор,в том числе шнитке которого я ненавижу с тех пор,0.2,0.0833333333333333
2105,4fd5df77d365.wav,берлин  это в первую очередь социальные проблемы который поднимает кино,берлин это в первую очередь социальные проблемы которые поднимает кино,0.1,0.0285714285714285
2106,4fdb1b98dae0.wav,ты можешь здесь идеть ты можешь бе,ты можешь здесь сидеть ты можешь двигаться,0.2857142857142857,0.238095238095238
2107,4fdb274fd976.wav,оставляет нам обиды и разочарования,что оставляет нам обиды и разочарования,0.1666666666666666,0.1025641025641025
2108,4fdc3c3005b9.wav,естесно раб говорил что то было по по приказу хозяина сделано,естественно раб говорил что это было по приказу хозяина сделано,0.3,0.1269841269841269
2109,4fe90d59d374.wav,она позвонила мне когда мы уже закончили работу,она позвонила мне когда мы уже закончили работу,0.0,0.0
2110,4ff4858f8d05.wav,сражу поднимаются голаса зачем жечь церковь,сразу же поднимаются голоса зачем жечь церковь,0.4285714285714285,0.108695652173913
2111,500065be1857.wav,и является сутью рациональность и я созданнось,является сутью рациональности и осознанности,0.8,0.1818181818181818
2112,500c3989d82d.wav,ижтут из них исходит что все страну вскапут бросает свои дело,и что то из них исходит что все сразу вскакивают бросают свои дела,0.5384615384615384,0.2121212121212121
2113,501ba83a4da2.wav,и самая страшная сора которая может произойти,и самая страшная ссора которая может произойти,0.1428571428571428,0.0217391304347826
2114,501cd0de7cde.wav,соцет  дряхвое которые а не таки,сенесцентные это дряхлые клетки,1.5,0.7419354838709677
2115,502458d50172.wav,вот оже представите себе что у там меск этой девочк находится что-то для вас важное может быть вы сами,представите себе что там вместо девочки что то для вас важное может вы сами,0.6428571428571429,0.4
2116,50315637bc5f.wav,перестраивая по сути какие-то локальные пространства,перестраивая по сути какие то локальные пространства,0.2857142857142857,0.0192307692307692
2117,5031dd1aaaa9.wav,когда в холвы возят поциентов и кто-то из музыкантов играет для них,когда в холл вывозят пациентов и кто то из музыкантов играет для них,0.3846153846153846,0.0735294117647058
2118,503303323596.wav,тому что бог создал их всё-таки пообразы подобмы смом,потому что бог создал их всё таки по образу и подобию своему,0.6666666666666666,0.2
2119,5038f74d7d48.wav,нехорошо выскодисябить ближнего,нехорошо так сказать бить ближнего,0.6,0.2941176470588235
2120,504718fda8ce.wav,лечты чернобелый очень красивый,клетчатый чёрно белый очень красивый,0.6,0.1666666666666666
2121,504c5174a40f.wav,о чем э ты говорит,о чём это говорит,0.75,0.1764705882352941
2122,5053a6712083.wav,вообще спасение массвирович,и вообще спасение массы верующих,0.6,0.28125
2123,505cd658f9b8.wav,ивам хорошо известно это поле это гравитация,и вам хорошо известно это поле это гравитация,0.25,0.0222222222222222
2124,506b44f0a6bd.wav,наверно вы знаете что наизменение климата влияют  парниковые газы,наверное вы знаете что на изменение климата влияют парниковые газы,0.3,0.0454545454545454
2125,50996751e9f7.wav,так же наши участники которые были из этой группы,также наши участники которые были из этой группы,0.25,0.0208333333333333
2126,509d7714586a.wav,которые просто любопытно а потом они стаит становятся частью нас,которым просто любопытно а потом они становятся частью нас,0.2222222222222222,0.1206896551724138
2127,50a808877bcb.wav,для этого тоже нужны какие-то условия чтобы он был самим собой,для этого тоже нужны какие то условия чтобы он был самим собой,0.1666666666666666,0.0161290322580645
2128,50b0c6db42d5.wav,на старых их часто замазывают и убираю,а на старых их часто замазывают и убирают,0.25,0.073170731707317
2129,50b25dbc751c.wav,голадание пост,голодание пост,0.5,0.0714285714285714
2130,50c02c6203a8.wav,чтобы было утешительно,чтобы было утешительно,0.0,0.0
2131,50cdba21e2db.wav,нейчас атовкируе находится,сейчас проект в кирове находится,0.8,0.3125
2132,50cfedf64128.wav,а справа картинка из кинуа которой,а справа картинка из кино в которой,0.2857142857142857,0.0857142857142857
2133,50d7c9b3786c.wav,какие простые руские говорящие названия,какие простые русские говорящие названия,0.2,0.025
2134,50e0d9d948fa.wav,так родился социальный проект марафон в темноте атомска до москвы,так родился социальный проект марафон в темноте от омска до москвы,0.1818181818181818,0.0303030303030303
2135,50f40ae9089d.wav,опятьки погуглити треть частие того скомиться,опять таки погуглите третью часть этого комикса,1.0,0.2553191489361702
2136,50f6d5b636d6.wav,так называему манипулированию,дорогу к так называемому манипулированию,0.6,0.275
2137,50fb887d4fc1.wav,насколько этим людям трудно но они все равно борется не сдаются,насколько этим людям трудно но они всё равно борются не сдаются,0.1818181818181818,0.0317460317460317
2138,50ff41caa139.wav,алюди это про поиск,а люди это про поиск,0.4,0.05
2139,5100bc175966.wav,ици герой распладившийся вокруг меня,эти герои расплодившиеся вокруг меня,0.6,0.1388888888888889
2140,51018a8ccf73.wav,начь паскуку как выяснилось надо общаться саудитори,значит поскольку как выяснилось надо общаться с аудиторией,0.5,0.1724137931034483
2141,510f0968d28e.wav,ведь в тот момент когда мы медленн откладываем что -то,ведь в тот момент когда мы медлим откладываем что то,0.2,0.0769230769230769
2142,51197bb5cbfb.wav,вечера стали бы действовать вовремя,и в следующий раз стали действовать вовремя,0.7142857142857143,0.3720930232558139
2143,5124d1155e3c.wav,не тут хотелось бы обозначать различие между аналогией и метафорой,мне тут хотелось бы обозначить различия между аналогией и метафорой,0.3,0.044776119402985
2144,51297b13bdd9.wav,наследие если одним словом наследство,наследие если одним словом наследство,0.0,0.0
2145,5138857f20ba.wav,обычный человек ливыбрасывает время,обычный человек или выбрасывает время,0.4,0.054054054054054
2146,513e4bad639f.wav,она превращает нашу науку в какой-то извращенный подгиб психологии,она превращает нашу науку в какой то извращённый подвид психологии,0.4,0.0606060606060606
2147,514e7dfd9139.wav,и ссылаются они на мудрось царя соломона,и ссылаются они на мудрость царя соломона,0.1428571428571428,0.024390243902439
2148,5157c6f49b3d.wav,и это же самое девоетымед фарминг с натьме,и это же самое делает и метформин,0.5714285714285714,0.5454545454545454
2149,515a0ecadf75.wav,не больно дяну а что ну дожны,больно не больно я говорю ну а что,0.75,0.6176470588235294
2150,515ba1b563d5.wav,апологике подумать почему не сказать,а по логике подумайте почему бы не сказать,0.625,0.1666666666666666
2151,515c31b77be1.wav,что в конечном итоге и сам привык мысль что мышления это простая штутка,что в конечном итоге сам привык к мысли что мышление это простая штука,0.3846153846153846,0.1
2152,515ea04ec42a.wav,потом он слышит ем через минут десять нас ещь перемение скажем от своего друга что,потом он слышит через минут десять на следующей перемене от своего друга,0.5,0.3055555555555556
2153,516ddff5f50f.wav,видишь реацию ты понимаешь что оно того стоит,когда ты видишь реакцию ты понимаешь что оно того сто ит,0.4545454545454545,0.1964285714285714
2154,5172dcaf69c2.wav,иэто а даёт нам надежду,и это даёт нам надежду,0.4,0.1363636363636363
2155,517964b0457a.wav,о с чим мы живем сегодня,а с чем мы живём сегодня,0.5,0.125
2156,5189a2666211.wav,атерподимте воклути у кого есь порадное,а теперь поднимите руку те у кого есть парадная,0.7777777777777778,0.3404255319148936
2157,5190c40da616.wav,буквально ипидений потряцали а психически европу,буквально эпидемии потрясали психически европу,0.6,0.1304347826086956
2158,51932aa85414.wav,можеть бегать может делать все что ты хочешь,ты можешь бегать можешь делать всё что ты хочешь,0.4444444444444444,0.1458333333333333
2159,5196702db113.wav,я прихожу згулисе  всену потому что знают,я прихожу за кулисы все ну потому что знают,0.4444444444444444,0.1395348837209302
2160,519aeb26601e.wav,потому что сегодня взрослы не умеют играть со своими битьми,потому что сегодня взрослые не умеют играть со своими детьми,0.2,0.05
2161,51b7d11bbfd3.wav,что же с ним случается,что же с ним случается,0.0,0.0
2162,51b80adc8d53.wav,к тому человеку с которым я ну например скандалю,к тому человеку с которым я ну например скандалю,0.0,0.0
2163,51c679a596fd.wav,свою тетеньку и может быть сладко пыльный запах чердока,свою тётеньку и может быть сладко пыльный запах чердака,0.2222222222222222,0.0363636363636363
2164,51cf377148b0.wav,тоб нселения из малый городов из деревень,отток населения из малых городов из деревень,0.4285714285714285,0.1136363636363636
2165,51e5d1dd3b83.wav,нглазамя попалась книга похвалите меня,как то на глаза мне попалась книга похвалите меня,0.5555555555555556,0.2448979591836734
2166,51e84412822a.wav,рядом с нашим разумом живут придрассудки,рядом с нашим разумом живут предрассудки,0.1666666666666666,0.025
2167,51f45015923c.wav,почему такая картинка,почему такая картинка,0.0,0.0
2168,51f6ec0d7e20.wav,мы тоже знаем что внутри нас такое количество тоая,мы тоже знаем что внутри нас такое количество тайн,0.1111111111111111,0.06
2169,5212c56db9da.wav,ноэто невериятно примете насколько мы все не думаю о будущи,ну это невероятно понимаете насколько мы все не думаем о будущем,0.5454545454545454,0.15625
2170,5227935bf569.wav,пробнен зачем и не те нузны зачем тебя тот списек,сп проблем зачем они тебе нужны зачем тебе этот список,0.9,0.2592592592592592
2171,5237f8be3530.wav,оказывается не минуему проигравшим се,оказывается неминуемо проигравшим,1.0,0.1515151515151515
2172,523fcd97e551.wav,это довольно сложно,это довольно сложно,0.0,0.0
2173,525738a34947.wav,с моих знаний тертических знаний в сфере разрешения конфликтов,из моих знаний теоретических знаний в сфере разрешения конфликтов,0.2222222222222222,0.0615384615384615
2174,5259acb6a065.wav,ответственном за принятие решения остальные могут отдыхать,ответственным за принятие решения а остальные могут отдыхать,0.25,0.05
2175,525eb98a3bac.wav,только лучше от всего от этого не остановилось,только лучше от всего от этого не становилось,0.125,0.0222222222222222
2176,52678cdfb662.wav,по имя любви дружбы сострадания,во имя любви дружбы сострадания,0.2,0.032258064516129
2177,526f1d7d079e.wav,да мы говорим еа согрешила ниче не согрешила но,мы говорим ева согрешила ничего она не согрешила,0.625,0.2708333333333333
2178,527c378e6d71.wav,много люди которые умна хорошо говорят об искостве,как много людей которые умно хорошо говорят об искусстве,0.4444444444444444,0.1607142857142857
2179,5282ac40ec70.wav,в этот момент возникает настоящий срыв шаблона изменение сознания,в этот момент возникает настоящий срыв шаблона изменение сознания,0.0,0.0
2180,5286cb0f9343.wav,в этот момент вы можем все волишь,и в этот момент мы можем всего лишь,0.5,0.1714285714285714
2181,52933adefbfb.wav,мы воспитываем воспитываем и воспитываем,мы воспитываем воспитываем и воспитываем,0.0,0.0
2182,529b4c49ef2b.wav,вы ощущаете работу этого фильтра как чувство любопытства,вы ощущаете работу этого фильтра как чувство любопытства,0.0,0.0
2183,529e271eb292.wav,где мы  перестанем все решаетзя свойдить,где мы перестанем всё решать за своих детей,0.625,0.2790697674418604
2184,52a9cc5a4f59.wav,или боимся каких-то неприятных ощущений в процессе нубог наисчешек ище чего,или боимся каких то неприятных ощущений в процессе или ещё чего,0.4545454545454545,0.2698412698412698
2185,52b538e7da30.wav,и что на самом деле в нем меняется,и что на самом деле в нём меняется,0.125,0.0294117647058823
2186,52d2826b82ce.wav,попробуйте поиграть в это это такая вообщеувлекательная вещь,попробуйте поиграть в это это такая вообще увлекательная вещь,0.2222222222222222,0.0163934426229508
2187,52d59b4e0d1a.wav,мол многие знани многие печали,мол многие знания многие печали,0.2,0.032258064516129
2188,52d8cf26bb6a.wav,что сожрали почти всю пище вокруг,что сожрали почти всю пищу вокруг,0.1666666666666666,0.0303030303030303
2189,52f86a692838.wav,у него есть риск попойдя на поводу у этих ожидани,у него есть риск пойдя на поводу у этих ожиданий,0.2,0.0625
2190,52fc73d95d83.wav,почему казалось бы я такой большой враг исторических аналоги,почему казалось бы я такой большой враг исторических аналогий,0.1111111111111111,0.0163934426229508
2191,5306981932e3.wav,оно то и дело происходит в разных странах,оно то и дело происходит в разных странах,0.0,0.0
2192,530b4244c70f.wav,вспомните тех кто живёт в вашем или соседнем доме,вспомните тех кто живёт в вашем или соседнем доме,0.0,0.0
2193,530ced8c7742.wav,смешите простой народ,смешить простой народ,0.3333333333333333,0.0476190476190476
2194,5311d573832f.wav,много много много раз в его жизни,много много много раз в его жизни,0.0,0.0
2195,531d1d7c8dde.wav,ты можешь прекрасно знать историю флоренцы,ты можешь прекрасно знать историю флоренции,0.1666666666666666,0.0465116279069767
2196,5321fe786a2b.wav,каждого входящего в палату роственика или метсестра,и каждого входящего в палату родственника или медсестру,0.375,0.109090909090909
2197,532519751b06.wav,либо мне нужно срочно менять с качества,либо мне нужно срочно менять качество,0.3333333333333333,0.081081081081081
2198,5329230c7b53.wav,если опасности нет не видно то это не значит что ее нет,если опасности не видно то это не значит что её нет,0.1818181818181818,0.0980392156862745
2199,532bddf0ca5d.wav,вкаждый из нас являетсяв пнаходь в какой-ты точке скажем а и,каждый из нас находится в какой то точке скажем а,0.6,0.4081632653061224
2200,534f91e0b921.wav,и с другой стороны что просто очень трудно сделать,и с другой стороны что просто очень трудно сделать,0.0,0.0
2201,535176125ee9.wav,компромиссных решений вти,компромиссных решений,0.5,0.1904761904761904
2202,5355e33e3157.wav,азначит дешево и социально доступна тирожировать изображень,а значит дёшево и социально доступно тиражировать изображения,0.75,0.0983606557377049
2203,53598219a951.wav,финал из лаборатории приходит актуальной отени,финал из лаборатории приходит актуальный отчёт,0.3333333333333333,0.0869565217391304
2204,5367c2b0c839.wav,все мама рядом в палатье мама плачет,мама рядом в палате мама плачет,0.3333333333333333,0.1612903225806451
2205,537f1a8f57c4.wav,а что в будущем зависит от нас,а что в будущем зависит от нас,0.0,0.0
2206,5384c3a516ba.wav,и это очень сложное,и это очень сложно,0.25,0.0555555555555555
2207,539959b62659.wav,потом они видели что наверху настоящее изя,потом они видели что наверху настоящая земля,0.2857142857142857,0.1363636363636363
2208,539b4faefc6f.wav,во время всего эксперименты они общались с нами,во время всего эксперимента они общались с нами,0.125,0.0212765957446808
2209,53d59cf439ee.wav,сейчас развивается достаточно быстро,которая сейчас развивается достаточно быстро,0.2,0.1818181818181818
2210,53e275adeb27.wav,придумал он уже пошел новым ходом новым движением,он придумал он уже пошёл новым ходом новым движением,0.2222222222222222,0.0769230769230769
2211,53eb06f3d313.wav,что есть ли они не хотя даже пытаться то и не умею,что если они не хотят даже пытаться то и не умеют,0.3636363636363636,0.1020408163265306
2212,53f84ceff85e.wav,тура чтобы понимать эти крекатуры он должен понимать кто на них наресован тость,а чтобы понимать эти карикатуры он должен понимать кто на них нарисован,0.3333333333333333,0.1690140845070422
2213,53fa5ac9ad87.wav,если бы прочитали нубысь,значит если вы прочитали новость,0.6,0.375
2214,53fb8e6b6858.wav,ак говорит ыхавторх с жерняшки такие няжки,как говорит их автор жирняшки такие няшки,0.7142857142857143,0.1951219512195122
2215,53fc76f06f38.wav,но и бог отец и святой дух что является едеть,но и бог отец и святой дух что является ересью,0.1,0.0652173913043478
2216,53fff3d82d8f.wav,и знаете нас ледия может быть разным,и знаете наследие может быть разным,0.3333333333333333,0.0571428571428571
2217,5401e09d5570.wav,вот  простых священников и монахов доа попримски,от простых священников и монахов до пап римских,0.5,0.1276595744680851
2218,540899ca5082.wav,а грома тес ту женчинумерна,огромное количество женщин умерло,1.25,0.5151515151515151
2219,541c72783f2c.wav,кра интересуется кино молодых авторов стлпачжна,кто интересуется кино молодых авторов то пожалуйста,0.4285714285714285,0.2352941176470588
2220,542c38cc495f.wav,и большества людей на планеть,и у большинства людей на планете,0.5,0.15625
2221,542f4a7ca4a2.wav,напряжемся немного и все будет хорошо,напряжёмся немного и всё будет хорошо,0.3333333333333333,0.054054054054054
2222,543ce89cff02.wav,особенносли ты знаешь когда вставать чем заняться как с этим быть,особенно если ты знаешь когда вставать чем заняться как с этим быть,0.1666666666666666,0.0298507462686567
2223,54432e8dc299.wav,это не только теоритический вопрос но и практический вопрос,это не только теоретический вопрос но и практический вопрос,0.1111111111111111,0.0169491525423728
2224,5447b75a7c68.wav,другая их грань занимался небиологией это было интересный,другая их грань занималась нейробиологией это было интересно им,0.4444444444444444,0.1428571428571428
2225,545b83b8c5d0.wav,по единству христианского мира наносится такой удар с появлением протестантизма,по единству христианского мира наносится такой удар с появлением протестантизма,0.0,0.0
2226,545cf4bb717f.wav,просто выдеза предело знакомого круга действий,просто выйдя за пределы знакомого круга действий,0.4285714285714285,0.0833333333333333
2227,546796993f5a.wav,институт развод не знаю все что угодно,институт развод всё что угодно,0.6,0.3
2228,5469785fcc0f.wav,когда мы видим хотя бы малейший намек на опасность,когда мы видим хотя бы малейший намёк на опасность,0.1111111111111111,0.02
2229,5473608c48f1.wav,второемы должны улышать свою уязвимо неуязвимы,второе мы должны повышать свою неуязвимость,0.8333333333333334,0.3720930232558139
2230,5475f97f55f3.wav,однажды к нтам школом пришел мальчик во второй клаф,однажды к нам в школу пришёл мальчик во второй класс,0.5,0.1538461538461538
2231,54855ffee8c7.wav,ею заинтересовалось государства,ею заинтересовалось государство,0.3333333333333333,0.032258064516129
2232,54868ae488e4.wav,но самое главное в конце,но самое главное в конце,0.0,0.0
2233,54acec05f772.wav,мы ни в ком случае не говорим что не надо есть стейки или не надо естьмяс,мы не в коем случае не говорим что не надо есть стейки или не надо есть мясо,0.2352941176470588,0.0526315789473684
2234,54b1aca3fca1.wav,которые читают хорошие научно популярные книги,которые читают хорошие научно популярные книги,0.0,0.0
2235,54bcc31a455a.wav,во-первых вокруг вас может что-то поменяться,во первых вокруг вас может что то поменяться,0.5,0.0454545454545454
2236,54c5aa4d4a17.wav,это же мы с вами остаемся с чувством вины это мы с вами остаемся,это же мы с вами остаёмся с чувством вины это мы с вами остаёмся,0.1428571428571428,0.03125
2237,54c7961e8f43.wav,и тут про это соохранное наследие проживое,это про сохранное наследие про живое,1.0,0.2777777777777778
2238,54cc9c880637.wav,желание о чем-то конкретно,желание о чём то конкретном,0.6,0.1111111111111111
2239,54d7a2206802.wav,и создает серьезную конкуренцию скажем так опытным этром вот такий молодый команд,и создают серьёзную конкуренцию опытным мэтрам вот такие молодые команды,0.8,0.25
2240,54e42cda3a4b.wav,может быть опасным делом,может быть опасным делом,0.0,0.0
2241,54e4db155e2b.wav,и в чему ы настоящий цын,и в чём его настоящая ценность,0.6666666666666666,0.4333333333333333
2242,54e57bca66c9.wav,два из них значат что-то плохое,два из них значат что то плохое,0.2857142857142857,0.032258064516129
2243,550041ecf85e.wav,за того что на забыто с одной стороны это иклюся минус на саом делеми,то что она забыта это и плюс и минус на самом деле,0.9166666666666666,0.6
2244,5501642bbb59.wav,чтобы что касаться альтуристов добообще путещшествовать по росси е то печально,что касается альтуристов то вообще путешествовать по россии это печально,0.8,0.2083333333333333
2245,55168caf2f49.wav,прикиньте что это за газета,прикиньте что это за газета,0.0,0.0
2246,5518ea299190.wav,должен был если уж не прочитать происхождения видов ту хотья,то есть он должен был если уж не прочитать происхождение видов,0.5454545454545454,0.3387096774193548
2247,552d817f495d.wav,как вида сегодня не существует,у человечества как вида сегодня не существует,0.2857142857142857,0.3333333333333333
2248,55391570c853.wav,еловек который все замечательны,которые все замечательные,1.0,0.36
2249,553a1e7ed65c.wav,ни одно из нако каждой из наших путешествийк уникальнам второго такого не будет,что каждое из наших путешествий уникально второго такого не будет,0.7,0.2769230769230769
2250,553fb3cc83c8.wav,второй раз через несколько строчек,второй раз через несколько строчек,0.0,0.0
2251,55469b3fcf58.wav,с точки зрения предпринимателе одна из самых важных умений  ет,с точки зрения предпринимателя одно из самых важных умений,0.3333333333333333,0.1034482758620689
2252,5549353f16fa.wav,человеком творческим человеком который знает мер и любит мир,человеком творческим человеком который знает мир и любит мир,0.1111111111111111,0.0166666666666666
2253,554f94141a8b.wav,потом это чтука довтарилась ещё раз реция я имею виду,а потом эта штука повторилась ещё раз реакцию я имею в виду,0.5,0.1864406779661017
2254,555e990a429a.wav,страршалые компании и пеционые фонды часто отрисуют стариков на своих влакана,страховые компании и пенсионные фонды часто рисуют стариков на своих плакатах,0.3636363636363636,0.1558441558441558
2255,556fb7f909ad.wav,вы отдельно смотрите документальная художственая оневуцонная кинука,если вы отдельно смотрите документальное художественное анимационное кино,0.625,0.2876712328767123
2256,55742ae9a671.wav,я почитала,я посчитала,0.5,0.0909090909090909
2257,5574a2ecafe6.wav,я еще партнера в проект семья,я ищу партнёра в проект семья,0.3333333333333333,0.1034482758620689
2258,557a9b1c6f00.wav,благотворительность создавать насле вия культурная материальная духовная,благотворительность создавать наследие культурное материальное духовное,0.8333333333333334,0.1267605633802817
2259,557c453a57ce.wav,первое что умели делать первые клетки на земле,первое что умели делать первые клетки на земле,0.0,0.0
2260,557c903ed0ef.wav,и когда гли открыл фазлуны у поверы прости,и когда галилей открыл фазы венеры,0.8333333333333334,0.5588235294117647
2261,557cfef3a6b8.wav,если вы спросьте с его соседа как летается молет,если вы спросите своего соседа как летает самолёт,0.625,0.1428571428571428
2262,558123c1a73f.wav,а в хосписе там где медицина наконец соединяется с человек,а в хосписе там где медицина наконец соединяется с человеком,0.1,0.0333333333333333
